1714840368.617464,-0.377529847617468
1714840368.6417336,-0.3775298476174685
1714840368.6653693,-0.3775298476174685
1714840368.6888006,-0.3775298476174687
1714840368.7124443,-0.3775298476174688
1714840368.7369626,-0.37752984761746833
1714840368.7603912,-0.3775298476174686
1714840368.7838767,-0.3850970537253798
1714840368.8074033,-0.40580274855973497
1714840368.8306992,-0.5098653610752771
1714840368.8551228,1.3550275937946048
1714840368.878437,0.1506248745880167
1714840368.902045,0.9603036191159956
1714840368.925438,2.04852654034244
1714840368.9488485,-0.010116661854975485
1714840368.9723687,-0.04981319903665604
1714840368.9973571,-0.539834345978369
1714840369.0210288,-0.38650349017212376
1714840369.0442455,0.24279820794663318
1714840369.0675578,-0.3523068239134084
1714840369.091122,-0.0035370978339244047
1714840369.1174817,-0.6451974639580582
1714840369.141367,0.4148342353044427
1714840369.1694884,-0.48616915566179275
1714840369.1947381,-0.1179964895742284
1714840369.220299,-0.514081659815388
1714840369.2439003,1.3505662915590613
1714840369.267274,-0.5476453837628337
1714840369.2908733,-0.6245558330333087
1714840369.314158,-0.654935387841687
1714840369.3391042,-0.6789607158047399
1714840369.3625188,-0.6239261202983044
1714840369.3881466,-0.7729409407455308
1714840369.412883,-0.9163418750240233
1714840369.43782,-0.8080754822379985
1714840369.461226,-0.9098332106366511
1714840369.4845986,-0.9206524363020812
1714840369.507996,-0.9215565884455231
1714840369.5314128,-0.8891215160876077
1714840369.5547047,-0.9068227680254987
1714840369.5792725,-0.9095838425012236
1714840369.602514,-0.9263993998290888
1714840369.6258852,-0.9114086683354542
1714840369.6491148,-0.9281676735407506
1714840369.6725624,-0.6898254161915756
1714840369.6983912,-0.9687826677521199
1714840369.7226949,-0.9395832604456054
1714840369.7460217,-0.9763153876093096
1714840369.7713115,-0.984194346776062
1714840369.7944841,-0.975403166817679
1714840369.8228264,-0.9634540502361291
1714840369.8460712,-0.9792102974412034
1714840369.8693678,-0.9659221640925398
1714840369.8924682,-0.9938029798481016
1714840369.9225357,-0.9895833811688696
1714840369.9477253,-0.9942132311833393
1714840369.971728,-0.9875346458095509
1714840369.9955664,-0.9892016272000035
1714840370.0215135,-0.9967143170755093
1714840370.0447228,-0.9972805460343115
1714840370.0681806,-0.9960861947539568
1714840370.0917058,-0.9972938412284713
1714840370.1153,-0.9906787109626966
1714840370.1398566,-0.9954135289497549
1714840370.1630368,-0.9979428499328196
1714840370.1879115,-0.9997157554696781
1714840370.2111971,-1.0008044661956033
1714840370.2345705,-1.0011741783569934
1714840370.2591755,-1.0000423689092095
1714840370.282384,-1.0006510437904528
1714840370.305523,-0.9999011757366054
1714840370.328716,-1.0016642330063128
1714840370.3519573,-1.0016848689177622
1714840370.3752034,-1.000513795587235
1714840370.4040422,-1.0008324778479576
1714840370.4272125,-1.0017801333702616
1714840370.45244,-1.0021156316696551
1714840370.4755728,-1.0031307044286661
1714840370.500122,-1.002273371615056
1714840370.5232913,-1.0019503606339024
1714840370.5466,-1.0045647665009378
1714840370.5697014,-1.0035100883812795
1714840370.592596,-1.0047956085917817
1714840370.6158745,-1.0066023861603508
1714840370.640186,-1.0035440330519978
1714840370.6633074,-1.0062372676469296
1714840370.6864178,-1.007951941484695
1714840370.7112982,-1.0077957337133223
1714840370.73461,-1.0076693433509614
1714840370.7588027,-1.0078405308885579
1714840370.781722,-1.0083882551294676
1714840370.8047917,-1.0083209741008756
1714840370.8278937,-1.0083429009583513
1714840370.8509824,-1.0071184085913956
1714840370.8738782,-1.0084334028143407
1714840370.8982556,-1.0072626590228384
1714840370.922542,-1.008393940678324
1714840370.9475355,-1.0072439333068501
1714840370.9712567,-1.0077618745383674
1714840370.9942288,-1.0067306897111739
1714840371.020164,-1.0076484649092812
1714840371.0431747,-1.0085396100134663
1714840371.066307,-1.0084761900383434
1714840371.0893087,-1.0085749179529901
1714840371.112315,-1.0086705058253003
1714840371.1353157,-1.0087805149975826
1714840371.1594567,-1.0090133840912465
1714840371.1825218,-1.0097004034307966
1714840371.2057333,-1.0101436403606188
1714840371.228777,-1.0103319350148463
1714840371.2519088,-1.010260461332022
1714840371.2748027,-1.0104060792233862
1714840371.2991798,-1.0106935114255733
1714840371.3232846,-1.0110383049711804
1714840371.3462923,-1.0113357587030225
1714840371.3692517,-1.0114971531843078
1714840371.3922102,-1.0114544126807037
1714840371.4150913,-1.0115560131866288
1714840371.4393125,-1.0120547856561466
1714840371.4622073,-1.0122906255473383
1714840371.485311,-1.0125033865879431
1714840371.5082934,-1.0126888740366204
1714840371.5312235,-1.0120811732440562
1714840371.5541482,-1.0125429370253949
1714840371.577195,-1.0130765871153877
1714840371.6013877,-1.0134974540998396
1714840371.6245737,-1.0135353498869217
1714840371.6476877,-1.0134636316140702
1714840371.6706245,-1.0139522357883954
